audio_path,name,V,A,gender,duration,discrete_emotion,split_set
/tmp/CCSEMO/audio/spk11-1-1-218.wav,spk11-1-1-218.wav,-0.667,2.833,F,7.920,sad,test
/tmp/CCSEMO/audio/spk11-1-1-219.wav,spk11-1-1-219.wav,-0.667,2.833,F,5.620,sad,test
/tmp/CCSEMO/audio/spk11-1-1-220.wav,spk11-1-1-220.wav,-0.667,2.333,F,8.430,sad,test
/tmp/CCSEMO/audio/spk11-1-1-221.wav,spk11-1-1-221.wav,0.0,2.833,F,6.520,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-223.wav,spk11-1-1-223.wav,-0.667,3.0,F,5.000,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-224.wav,spk11-1-1-224.wav,-1.0,2.833,F,7.440,sad,test
/tmp/CCSEMO/audio/spk11-1-1-225.wav,spk11-1-1-225.wav,0.167,2.833,F,6.090,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-226.wav,spk11-1-1-226.wav,-1.0,2.833,F,5.840,fear,test
/tmp/CCSEMO/audio/spk11-1-1-227.wav,spk11-1-1-227.wav,0.0,3.0,F,8.640,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-228.wav,spk11-1-1-228.wav,-0.333,3.0,F,4.380,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-231.wav,spk11-1-1-231.wav,-0.333,2.833,F,6.220,sad,test
/tmp/CCSEMO/audio/spk11-1-1-232.wav,spk11-1-1-232.wav,0.0,2.667,F,6.590,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-240.wav,spk11-1-1-240.wav,0.0,2.833,F,5.340,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-241.wav,spk11-1-1-241.wav,-0.333,2.833,F,5.500,sad,test
/tmp/CCSEMO/audio/spk11-1-1-242.wav,spk11-1-1-242.wav,-0.333,3.0,F,5.060,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-243.wav,spk11-1-1-243.wav,-0.333,3.0,F,6.810,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-245.wav,spk11-1-1-245.wav,-0.667,3.0,F,7.040,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-246.wav,spk11-1-1-246.wav,0.0,2.833,F,5.580,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-247.wav,spk11-1-1-247.wav,0.0,2.833,F,5.240,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-248.wav,spk11-1-1-248.wav,-0.333,2.833,F,5.510,sad,test
/tmp/CCSEMO/audio/spk11-1-1-249.wav,spk11-1-1-249.wav,-0.333,2.833,F,6.520,sad,test
/tmp/CCSEMO/audio/spk11-1-1-252.wav,spk11-1-1-252.wav,-0.333,2.667,F,6.140,sad,test
/tmp/CCSEMO/audio/spk11-1-1-253.wav,spk11-1-1-253.wav,0.0,2.833,F,5.180,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-254.wav,spk11-1-1-254.wav,-0.333,2.833,F,7.240,fear,test
/tmp/CCSEMO/audio/spk11-1-1-255.wav,spk11-1-1-255.wav,-0.333,3.167,F,7.320,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-257.wav,spk11-1-1-257.wav,-0.667,2.333,F,8.150,sad,test
/tmp/CCSEMO/audio/spk11-1-1-259.wav,spk11-1-1-259.wav,0.0,2.833,F,6.760,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-261.wav,spk11-1-1-261.wav,-1.0,2.5,F,7.125,fear,test
/tmp/CCSEMO/audio/spk11-1-1-263.wav,spk11-1-1-263.wav,0.0,3.0,F,5.000,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-264.wav,spk11-1-1-264.wav,-1.0,3.0,F,10.320,fear,test
/tmp/CCSEMO/audio/spk11-1-1-281.wav,spk11-1-1-281.wav,0.0,3.0,F,5.380,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-282.wav,spk11-1-1-282.wav,0.0,2.833,F,5.600,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-284.wav,spk11-1-1-284.wav,0.0,3.0,F,6.660,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-285.wav,spk11-1-1-285.wav,-0.667,2.167,F,5.890,sad,test
/tmp/CCSEMO/audio/spk11-1-1-286.wav,spk11-1-1-286.wav,-0.667,2.833,F,6.060,sad,test
/tmp/CCSEMO/audio/spk11-1-1-287.wav,spk11-1-1-287.wav,-0.333,2.833,F,4.920,sad,test
/tmp/CCSEMO/audio/spk11-1-1-289.wav,spk11-1-1-289.wav,0.0,2.833,F,6.840,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-290.wav,spk11-1-1-290.wav,0.0,2.833,F,6.580,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-291.wav,spk11-1-1-291.wav,0.333,3.167,F,5.480,surprise,test
/tmp/CCSEMO/audio/spk11-1-1-292.wav,spk11-1-1-292.wav,-0.333,2.833,F,5.760,sad,test
/tmp/CCSEMO/audio/spk11-1-1-295.wav,spk11-1-1-295.wav,0.0,2.833,F,6.440,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-296.wav,spk11-1-1-296.wav,0.0,2.833,F,3.720,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-299.wav,spk11-1-1-299.wav,0.0,2.833,F,7.600,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-300.wav,spk11-1-1-300.wav,-0.667,2.0,F,3.520,sad,test
/tmp/CCSEMO/audio/spk11-1-1-301.wav,spk11-1-1-301.wav,-0.333,3.0,F,8.660,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-302.wav,spk11-1-1-302.wav,-0.333,3.0,F,5.360,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-303.wav,spk11-1-1-303.wav,-0.333,2.0,F,6.390,sad,test
/tmp/CCSEMO/audio/spk11-1-1-305.wav,spk11-1-1-305.wav,0.0,2.667,F,6.990,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-306.wav,spk11-1-1-306.wav,-0.667,2.0,F,6.070,sad,test
/tmp/CCSEMO/audio/spk11-1-1-309.wav,spk11-1-1-309.wav,0.0,1.833,F,4.120,sad,test
/tmp/CCSEMO/audio/spk11-1-1-312.wav,spk11-1-1-312.wav,-0.333,3.0,F,5.640,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-313.wav,spk11-1-1-313.wav,-0.333,2.667,F,8.640,sad,test
/tmp/CCSEMO/audio/spk11-1-1-314.wav,spk11-1-1-314.wav,-0.667,2.667,F,7.290,sad,test
/tmp/CCSEMO/audio/spk11-1-1-316.wav,spk11-1-1-316.wav,-0.333,3.0,F,6.775,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-317.wav,spk11-1-1-317.wav,-0.333,1.833,F,8.320,sad,test
/tmp/CCSEMO/audio/spk11-1-1-318.wav,spk11-1-1-318.wav,-0.333,2.333,F,9.300,sad,test
/tmp/CCSEMO/audio/spk11-1-1-319.wav,spk11-1-1-319.wav,-0.333,2.833,F,5.220,sad,test
/tmp/CCSEMO/audio/spk11-1-1-323.wav,spk11-1-1-323.wav,0.0,2.833,F,5.730,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-324.wav,spk11-1-1-324.wav,0.333,3.0,F,6.200,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-325.wav,spk11-1-1-325.wav,0.0,2.667,F,5.530,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-326.wav,spk11-1-1-326.wav,-0.333,2.833,F,7.160,sad,test
/tmp/CCSEMO/audio/spk11-1-1-327.wav,spk11-1-1-327.wav,-0.333,3.0,F,5.370,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-328.wav,spk11-1-1-328.wav,-0.333,2.833,F,6.340,sad,test
/tmp/CCSEMO/audio/spk11-1-1-329.wav,spk11-1-1-329.wav,-0.333,3.167,F,5.360,sad,test
/tmp/CCSEMO/audio/spk11-1-1-390.wav,spk11-1-1-390.wav,0.0,2.333,F,4.450,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-391.wav,spk11-1-1-391.wav,0.0,1.833,F,5.710,sad,test
/tmp/CCSEMO/audio/spk11-1-1-392.wav,spk11-1-1-392.wav,-1.0,2.5,F,14.269,sad,test
/tmp/CCSEMO/audio/spk11-1-1-393.wav,spk11-1-1-393.wav,-0.667,2.333,F,11.785,sad,test
/tmp/CCSEMO/audio/spk11-1-1-395.wav,spk11-1-1-395.wav,-0.667,2.5,F,5.440,sad,test
/tmp/CCSEMO/audio/spk11-1-1-398.wav,spk11-1-1-398.wav,-0.667,2.333,F,5.260,sad,test
/tmp/CCSEMO/audio/spk11-1-1-402.wav,spk11-1-1-402.wav,0.0,2.833,F,6.945,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-403.wav,spk11-1-1-403.wav,-0.333,2.333,F,7.200,sad,test
/tmp/CCSEMO/audio/spk11-1-1-404.wav,spk11-1-1-404.wav,-0.333,2.667,F,5.700,sad,test
/tmp/CCSEMO/audio/spk11-1-1-405.wav,spk11-1-1-405.wav,0.0,2.833,F,7.020,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-406.wav,spk11-1-1-406.wav,-1.0,2.667,F,6.240,fear,test
/tmp/CCSEMO/audio/spk11-1-1-407.wav,spk11-1-1-407.wav,-0.667,2.333,F,5.890,sad,test
/tmp/CCSEMO/audio/spk11-1-1-408.wav,spk11-1-1-408.wav,-1.0,2.667,F,4.100,fear,test
/tmp/CCSEMO/audio/spk11-1-1-410.wav,spk11-1-1-410.wav,-0.667,2.5,F,9.460,sad,test
/tmp/CCSEMO/audio/spk11-1-1-412.wav,spk11-1-1-412.wav,0.0,2.667,F,6.560,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-413.wav,spk11-1-1-413.wav,0.0,2.667,F,3.080,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-414.wav,spk11-1-1-414.wav,0.0,2.833,F,7.010,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-415.wav,spk11-1-1-415.wav,-0.333,2.667,F,7.140,sad,test
/tmp/CCSEMO/audio/spk11-1-1-416.wav,spk11-1-1-416.wav,-0.333,3.0,F,4.220,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-418.wav,spk11-1-1-418.wav,0.0,2.833,F,5.180,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-419.wav,spk11-1-1-419.wav,-0.333,3.167,F,5.400,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-420.wav,spk11-1-1-420.wav,-0.833,3.167,F,5.180,angry,test
/tmp/CCSEMO/audio/spk11-1-1-422.wav,spk11-1-1-422.wav,-1.0,3.167,F,5.960,angry,test
/tmp/CCSEMO/audio/spk11-1-1-428.wav,spk11-1-1-428.wav,0.0,2.833,F,7.180,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-429.wav,spk11-1-1-429.wav,-0.667,2.833,F,3.690,sad,test
/tmp/CCSEMO/audio/spk11-1-1-431.wav,spk11-1-1-431.wav,-0.833,2.833,F,8.080,sad,test
/tmp/CCSEMO/audio/spk11-1-1-435.wav,spk11-1-1-435.wav,-0.333,2.5,F,6.270,sad,test
/tmp/CCSEMO/audio/spk11-1-1-437.wav,spk11-1-1-437.wav,-0.333,2.833,F,5.360,sad,test
/tmp/CCSEMO/audio/spk11-1-1-439.wav,spk11-1-1-439.wav,0.0,2.667,F,5.640,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-440.wav,spk11-1-1-440.wav,-1.167,2.0,F,6.400,disgust,test
/tmp/CCSEMO/audio/spk11-1-1-442.wav,spk11-1-1-442.wav,-0.333,2.0,F,6.480,sad,test
/tmp/CCSEMO/audio/spk11-1-1-444.wav,spk11-1-1-444.wav,-0.667,2.333,F,5.280,sad,test
/tmp/CCSEMO/audio/spk11-1-1-451.wav,spk11-1-1-451.wav,0.0,2.5,F,6.520,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-452.wav,spk11-1-1-452.wav,0.0,2.833,F,6.900,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-453.wav,spk11-1-1-453.wav,-0.667,2.5,F,5.690,sad,test
/tmp/CCSEMO/audio/spk11-1-1-454.wav,spk11-1-1-454.wav,0.0,2.667,F,6.630,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-455.wav,spk11-1-1-455.wav,-0.333,2.833,F,5.780,sad,test
/tmp/CCSEMO/audio/spk11-1-1-457.wav,spk11-1-1-457.wav,-0.167,2.5,F,7.690,sad,test
/tmp/CCSEMO/audio/spk11-1-1-459.wav,spk11-1-1-459.wav,0.0,3.333,F,4.660,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-461.wav,spk11-1-1-461.wav,-0.333,2.333,F,8.019,sad,test
/tmp/CCSEMO/audio/spk11-1-1-462.wav,spk11-1-1-462.wav,-0.333,2.667,F,6.800,sad,test
/tmp/CCSEMO/audio/spk11-1-1-465.wav,spk11-1-1-465.wav,-0.333,2.333,F,5.720,sad,test
/tmp/CCSEMO/audio/spk11-1-1-467.wav,spk11-1-1-467.wav,-0.667,2.333,F,7.660,sad,test
/tmp/CCSEMO/audio/spk11-1-1-468.wav,spk11-1-1-468.wav,0.0,2.667,F,5.150,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-469.wav,spk11-1-1-469.wav,0.0,3.0,F,5.540,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-470.wav,spk11-1-1-470.wav,0.167,3.0,F,6.120,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-471.wav,spk11-1-1-471.wav,-0.333,2.833,F,6.720,sad,test
/tmp/CCSEMO/audio/spk11-1-1-474.wav,spk11-1-1-474.wav,-0.333,2.333,F,3.400,sad,test
/tmp/CCSEMO/audio/spk11-1-1-475.wav,spk11-1-1-475.wav,0.0,2.667,F,8.110,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-476.wav,spk11-1-1-476.wav,0.0,2.667,F,5.020,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-478.wav,spk11-1-1-478.wav,-0.667,2.333,F,7.020,sad,test
/tmp/CCSEMO/audio/spk11-1-1-481.wav,spk11-1-1-481.wav,-0.667,2.667,F,7.460,fear,test
/tmp/CCSEMO/audio/spk11-1-1-486.wav,spk11-1-1-486.wav,0.333,3.0,F,7.380,neutral,test
/tmp/CCSEMO/audio/spk11-1-1-490.wav,spk11-1-1-490.wav,-0.333,2.5,F,6.240,sad,test
/tmp/CCSEMO/audio/spk11-2-1-157.wav,spk11-2-1-157.wav,1.333,2.833,F,7.040,happy,test
/tmp/CCSEMO/audio/spk11-2-1-158.wav,spk11-2-1-158.wav,0.167,3.167,F,5.690,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-161.wav,spk11-2-1-161.wav,-0.333,3.0,F,6.860,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-163.wav,spk11-2-1-163.wav,0.333,3.167,F,6.390,happy,test
/tmp/CCSEMO/audio/spk11-2-1-166.wav,spk11-2-1-166.wav,0.0,3.0,F,5.490,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-167.wav,spk11-2-1-167.wav,0.167,3.5,F,5.800,surprise,test
/tmp/CCSEMO/audio/spk11-2-1-168.wav,spk11-2-1-168.wav,0.0,3.0,F,6.680,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-170.wav,spk11-2-1-170.wav,0.333,3.333,F,7.040,happy,test
/tmp/CCSEMO/audio/spk11-2-1-171.wav,spk11-2-1-171.wav,0.5,3.833,F,5.540,happy,test
/tmp/CCSEMO/audio/spk11-2-1-172.wav,spk11-2-1-172.wav,1.333,4.0,F,4.865,happy,test
/tmp/CCSEMO/audio/spk11-2-1-173.wav,spk11-2-1-173.wav,1.0,3.5,F,5.960,happy,test
/tmp/CCSEMO/audio/spk11-2-1-174.wav,spk11-2-1-174.wav,0.667,3.667,F,7.440,happy,test
/tmp/CCSEMO/audio/spk11-2-1-175.wav,spk11-2-1-175.wav,0.667,3.167,F,6.800,happy,test
/tmp/CCSEMO/audio/spk11-2-1-176.wav,spk11-2-1-176.wav,1.0,3.667,F,9.910,happy,test
/tmp/CCSEMO/audio/spk11-2-1-177.wav,spk11-2-1-177.wav,0.833,3.167,F,6.120,happy,test
/tmp/CCSEMO/audio/spk11-2-1-178.wav,spk11-2-1-178.wav,1.333,3.833,F,9.820,happy,test
/tmp/CCSEMO/audio/spk11-2-1-180.wav,spk11-2-1-180.wav,1.333,3.667,F,5.650,happy,test
/tmp/CCSEMO/audio/spk11-2-1-182.wav,spk11-2-1-182.wav,0.333,3.0,F,5.520,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-183.wav,spk11-2-1-183.wav,-0.333,3.167,F,5.380,sad,test
/tmp/CCSEMO/audio/spk11-2-1-188.wav,spk11-2-1-188.wav,0.0,3.0,F,5.240,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-192.wav,spk11-2-1-192.wav,0.0,3.167,F,4.540,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-193.wav,spk11-2-1-193.wav,-1.333,3.667,F,5.400,disgust,test
/tmp/CCSEMO/audio/spk11-2-1-195.wav,spk11-2-1-195.wav,-0.167,3.333,F,6.100,happy,test
/tmp/CCSEMO/audio/spk11-2-1-196.wav,spk11-2-1-196.wav,0.667,2.833,F,5.500,happy,test
/tmp/CCSEMO/audio/spk11-2-1-197.wav,spk11-2-1-197.wav,0.0,3.0,F,9.320,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-198.wav,spk11-2-1-198.wav,0.333,3.167,F,4.965,happy,test
/tmp/CCSEMO/audio/spk11-2-1-199.wav,spk11-2-1-199.wav,0.0,3.5,F,5.140,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-200.wav,spk11-2-1-200.wav,0.333,3.333,F,5.940,happy,test
/tmp/CCSEMO/audio/spk11-2-1-201.wav,spk11-2-1-201.wav,0.0,3.5,F,5.170,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-207.wav,spk11-2-1-207.wav,0.0,2.833,F,11.189,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-208.wav,spk11-2-1-208.wav,-0.333,3.0,F,9.860,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-286.wav,spk11-2-1-286.wav,-0.167,4.0,F,5.920,happy,test
/tmp/CCSEMO/audio/spk11-2-1-287.wav,spk11-2-1-287.wav,-1.167,3.167,F,4.080,angry,test
/tmp/CCSEMO/audio/spk11-2-1-289.wav,spk11-2-1-289.wav,-0.833,4.0,F,6.610,angry,test
/tmp/CCSEMO/audio/spk11-2-1-290.wav,spk11-2-1-290.wav,-1.0,4.0,F,5.560,angry,test
/tmp/CCSEMO/audio/spk11-2-1-291.wav,spk11-2-1-291.wav,0.333,3.167,F,3.880,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-296.wav,spk11-2-1-296.wav,-1.0,3.667,F,5.780,angry,test
/tmp/CCSEMO/audio/spk11-2-1-298.wav,spk11-2-1-298.wav,0.0,3.333,F,5.230,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-300.wav,spk11-2-1-300.wav,0.167,3.333,F,6.870,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-305.wav,spk11-2-1-305.wav,1.0,3.333,F,6.900,happy,test
/tmp/CCSEMO/audio/spk11-2-1-306.wav,spk11-2-1-306.wav,0.667,3.167,F,6.180,happy,test
/tmp/CCSEMO/audio/spk11-2-1-307.wav,spk11-2-1-307.wav,0.5,3.667,F,8.290,happy,test
/tmp/CCSEMO/audio/spk11-2-1-308.wav,spk11-2-1-308.wav,1.0,2.833,F,8.510,happy,test
/tmp/CCSEMO/audio/spk11-2-1-309.wav,spk11-2-1-309.wav,0.0,3.0,F,5.660,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-311.wav,spk11-2-1-311.wav,0.167,3.167,F,6.160,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-314.wav,spk11-2-1-314.wav,0.333,4.333,F,3.400,happy,test
/tmp/CCSEMO/audio/spk11-2-1-316.wav,spk11-2-1-316.wav,0.667,3.5,F,5.470,happy,test
/tmp/CCSEMO/audio/spk11-2-1-317.wav,spk11-2-1-317.wav,1.0,4.0,F,6.120,happy,test
/tmp/CCSEMO/audio/spk11-2-1-318.wav,spk11-2-1-318.wav,1.5,4.333,F,5.060,happy,test
/tmp/CCSEMO/audio/spk11-2-1-319.wav,spk11-2-1-319.wav,1.667,4.5,F,6.360,happy,test
/tmp/CCSEMO/audio/spk11-2-1-320.wav,spk11-2-1-320.wav,0.0,4.0,F,6.620,happy,test
/tmp/CCSEMO/audio/spk11-2-1-321.wav,spk11-2-1-321.wav,1.667,3.667,F,6.830,happy,test
/tmp/CCSEMO/audio/spk11-2-1-322.wav,spk11-2-1-322.wav,1.0,3.167,F,6.340,happy,test
/tmp/CCSEMO/audio/spk11-2-1-323.wav,spk11-2-1-323.wav,1.0,3.0,F,3.380,happy,test
/tmp/CCSEMO/audio/spk11-2-1-325.wav,spk11-2-1-325.wav,1.333,4.333,F,5.220,happy,test
/tmp/CCSEMO/audio/spk11-2-1-327.wav,spk11-2-1-327.wav,-0.167,3.333,F,4.480,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-328.wav,spk11-2-1-328.wav,0.0,3.167,F,5.000,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-331.wav,spk11-2-1-331.wav,0.167,3.333,F,3.260,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-335.wav,spk11-2-1-335.wav,-0.833,4.333,F,5.000,disgust,test
/tmp/CCSEMO/audio/spk11-2-1-336.wav,spk11-2-1-336.wav,1.0,4.0,F,5.800,happy,test
/tmp/CCSEMO/audio/spk11-2-1-338.wav,spk11-2-1-338.wav,0.0,4.0,F,6.160,happy,test
/tmp/CCSEMO/audio/spk11-2-1-339.wav,spk11-2-1-339.wav,0.333,3.333,F,4.320,happy,test
/tmp/CCSEMO/audio/spk11-2-1-343.wav,spk11-2-1-343.wav,0.5,4.0,F,5.535,happy,test
/tmp/CCSEMO/audio/spk11-2-1-347.wav,spk11-2-1-347.wav,0.167,3.667,F,6.260,surprise,test
/tmp/CCSEMO/audio/spk11-2-1-349.wav,spk11-2-1-349.wav,0.5,3.667,F,5.840,happy,test
/tmp/CCSEMO/audio/spk11-2-1-350.wav,spk11-2-1-350.wav,0.167,3.0,F,6.660,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-351.wav,spk11-2-1-351.wav,0.0,3.0,F,5.100,neutral,test
/tmp/CCSEMO/audio/spk11-2-1-352.wav,spk11-2-1-352.wav,0.0,2.833,F,7.260,neutral,test
/tmp/CCSEMO/audio/spk11-3-1-219.wav,spk11-3-1-219.wav,-0.167,3.5,F,5.700,surprise,test
/tmp/CCSEMO/audio/spk11-3-1-221.wav,spk11-3-1-221.wav,0.333,3.0,F,6.420,neutral,test
/tmp/CCSEMO/audio/spk11-3-1-223.wav,spk11-3-1-223.wav,0.5,3.0,F,9.590,happy,test
/tmp/CCSEMO/audio/spk11-3-1-224.wav,spk11-3-1-224.wav,-0.667,3.167,F,7.040,disgust,test
/tmp/CCSEMO/audio/spk11-3-1-226.wav,spk11-3-1-226.wav,0.833,3.0,F,4.450,happy,test
/tmp/CCSEMO/audio/spk11-3-1-227.wav,spk11-3-1-227.wav,0.0,2.833,F,6.540,neutral,test
/tmp/CCSEMO/audio/spk11-3-1-229.wav,spk11-3-1-229.wav,0.5,3.333,F,4.980,happy,test
/tmp/CCSEMO/audio/spk11-3-1-235.wav,spk11-3-1-235.wav,-0.333,2.833,F,4.080,sad,test
/tmp/CCSEMO/audio/spk11-3-1-239.wav,spk11-3-1-239.wav,0.833,3.5,F,9.920,happy,test
